Node1,Node2,Node3,Node4,Node5,Node6,Node7,Node8,Node9,Node10
1.9994577461734693,1.9994609,1.9994624204719387,1.9986530111836736,1.9987263190331634,1.998733254122449,1.999458165625,1.9986615279311224,1.9994717775510202,1.9994600757653063
1.9989184487244898,1.9989198406250002,1.9989230204719386,1.9973101713469388,1.9974383075561228,1.9974628982448979,1.9989187635841834,1.9973199359642855,1.9989435551020405,1.9989158819515307
1.998376194897959,1.9983787812500002,1.9983836204719385,1.995967331510204,1.996150642954082,1.9962020954923467,1.9983769483418365,1.9959783439974486,1.9984153326530607,1.998375957716837
1.9978339410714283,1.9978377218750003,1.9978442204719384,1.9949017318698978,1.9948629783520413,1.9946758468316323,1.9978351330994897,1.9946336927423465,1.997887110204081,1.9978360334821432
1.9972946436224488,1.9972966625000004,1.9973048204719384,1.9935562441045918,1.9933303052500007,1.9933794205790814,1.9972957310586732,1.9935651107040813,1.9973588877551012,1.9972918396683677
1.996752389795918,1.9967556031250004,1.9967654204719383,1.9922207037882653,1.9920443025561232,1.9920829943265304,1.9967539158163263,1.9922283893801016,1.9968306653061214,1.996751915433674
1.9962133890943874,1.9962145437500005,1.9962260204719382,1.990885163471939,1.9907582998622457,1.9907865680739794,1.9962108724489793,1.990891668056122,1.9963024428571416,1.9962119911989802
1.9956693385841833,1.9956734843750006,1.9956866204719381,1.9895496231556125,1.9894764391683681,1.9894966398214282,1.9956701245535713,1.9895549467321423,1.9957742204081619,1.9956707320153066
1.9951300411352038,1.9951324250000007,1.995147220471938,1.988220570964286,1.9881917690994904,1.988199620943877,1.995128263137755,1.9882117122831626,1.9952459979591821,1.9951292975765311
1.9945859906249996,1.9945913656250007,1.994607820471938,1.986886405456633,1.986927708030613,1.9869201739642852,1.994587515242347,1.9868643788239788,1.9947177755102024,1.9945880383928576
1.9940466931760201,1.9940503062500008,1.9940684204719379,1.985547967061225,1.9856465553801028,1.985643970688775,1.9940456538265305,1.9855182461301013,1.9941895530612226,1.994046603954082
1.993505895790816,1.9935092468750009,1.9935290204719378,1.984209528665817,1.9843654027295927,1.9843677674132647,1.9935036778061224,1.9841721134362238,1.9936613306122428,1.9935053447704085
1.992961845280612,1.992968187500001,1.9929896204719377,1.982871090270409,1.9830773912525521,1.9830974115357136,1.9929629299107143,1.9828259807423463,1.993133108163263,1.992964085586735
1.9924225478316324,1.992427128125001,1.9924502204719376,1.9815289527295927,1.9817964097755114,1.9815646648749994,1.9924235278698978,1.981751285834183,1.9926048857142833,1.9924198917729594
1.9918802940051017,1.991886068750001,1.9919108204719376,1.9804628956913273,1.9802410177959198,1.9802682386224484,1.991881712627551,1.980412731232142,1.9920766632653035,1.9918799675382657
1.991341293303571,1.9913450093750011,1.9913714204719375,1.9791289922244906,1.9789591571020422,1.9789783103698972,1.991338669260204,1.979074176630101,1.9915484408163238,1.991340043303572
1.990797242793367,1.9908039500000012,1.9908320204719374,1.9777950887576539,1.9776744870331644,1.977681291492346,1.990797921364796,1.97773562202806,1.991020218367344,1.9907987841198984
1.9902579453443874,1.9902628906250013,1.9902926204719373,1.9764611852908172,1.9763898169642866,1.9763842726147949,1.9902560599489796,1.976397067426019,1.9904919959183642,1.990257349681123
1.9897138948341833,1.9897218312500013,1.9897532204719373,1.9751272818239805,1.9751165822091847,1.9750908652806112,1.9897153120535715,1.9750504559668352,1.9899637734693845,1.9897160904974494
1.9891745973852037,1.9891807718750014,1.9892138204719372,1.9737931460994909,1.9738321216505113,1.9737980979566316,1.9891734506377552,1.9737043232729576,1.9894355510204047,1.9891746560586738
1.988635596683673,1.9886397125000015,1.988674420471937,1.9724547077040828,1.9725509690000012,1.9725218946811214,1.988635162117347,1.9723581905790801,1.988643891071425,1.9889001216198983
1.9880965959821424,1.9880959905612259,1.988135020471937,1.9711162693086748,1.971269816349491,1.9712456914056111,1.9880968735969389,1.9710120578852026,1.988105731696425,1.9883590420280615
1.9875543421556117,1.987554116326532,1.987595620471937,1.9697778309132667,1.969736972073981,1.9699708276709171,1.987555058354592,1.9699434758469374,1.987567572321425,1.9878179624362247
1.987012088329081,1.9870122420918381,1.9870562204719369,1.9687100548928587,1.9684642412908175,1.9684628427755089,1.9870132431122451,1.9686049212448964,1.987029412946425,1.9872768828443879
1.9864727908801014,1.9864699829081647,1.9865168204719368,1.967376151426022,1.9671869986607156,1.9671594078877537,1.9864714278698983,1.9672663666428554,1.986491253571425,1.986735803252551
1.9859287403698973,1.9859281086734708,1.9859774204719367,1.9660422479591853,1.9659026266938788,1.9658534737653046,1.985929566454082,1.9659278120408143,1.985953094196425,1.9861947236607143
1.9853864865433666,1.985386234438777,1.9854380204719366,1.9647083444923485,1.9646222626020422,1.9645475396428556,1.985387751211735,1.9645854195637733,1.985414934821425,1.9856536440688775
1.984847485841836,1.985112560204083,1.9848986204719365,1.9633744410255118,1.9633345980000014,1.9632416055204065,1.984844707844388,1.9632438275969364,1.984876775446425,1.9848456644770407
1.9843066884566318,1.9845711359693894,1.9843592204719365,1.962037659433675,1.9620465865229608,1.9619380412576515,1.9843050050382656,1.9618984543418343,1.984338616071425,1.9843044052933672
1.9837626379464277,1.9840312563775528,1.9838198204719364,1.9607021191173486,1.9607511751989812,1.9606416150051005,1.983765602997449,1.9605523216479568,1.983800456696425,1.9837617216836734
1.9832233404974482,1.9834894471938795,1.9832804204719363,1.9593665788010222,1.9594557638750016,1.9593451887525495,1.9832237877551022,1.9592061889540793,1.983262297321425,1.9832242920918366
1.9826840430484687,1.982949567602043,1.9827410204719362,1.95803381527041,1.9579086609260221,1.95805242142857,1.9826819263392859,1.9581325678852017,1.9827241379464249,1.982682857653061
1.9821399925382646,1.9821397536352066,1.9822016204719362,1.956695376875002,1.9566226582321447,1.956771219683672,1.9821436378188777,1.956795846561222,1.9821859785714249,1.9824084984693875
1.9816009918367339,1.9818660794005127,1.981662220471936,1.955356938479594,1.9553366555382672,1.9554950164081617,1.9816005944515307,1.9554668839107117,1.9816478191964249,1.9816005188775507
1.9810646788265298,1.9813261998086762,1.981122820471936,1.9540108644591858,1.9540619034693896,1.9542342136556106,1.9810587330357143,1.9541283293086706,1.9811096598214248,1.9810563071428569
1.9805206283163257,1.9807847755739825,1.980583420471936,1.9529449207959204,1.9527775315025528,1.9527202504438756,1.9805193309948979,1.9527897747066296,1.9805715004464248,1.98051611817602
1.9799765778061216,1.9802433513392887,1.9800440204719358,1.9516110173290837,1.9514971674107162,1.9514143163214266,1.9799774695790815,1.9514473822295886,1.9800333410714248,1.9799786885841832
1.979437280357142,1.9797034717474522,1.9795046204719358,1.950277113862247,1.9502095028086754,1.9501083821989775,1.979438067538265,1.9501057902627517,1.9794951816964248,1.9794344947704077
1.9788950265306113,1.9791620475127585,1.9789652204719357,1.9489432103954103,1.9489218382066347,1.9488119559464265,1.9788962522959181,1.9487596575688741,1.9789570223214248,1.978897065178571
