Node1,Node2,Node3,Node4,Node5,Node6,Node7,Node8,Node9,Node10
2,2,2,2,2,2,2,1.9997275,2,2
2,2,2,2,2,2,2,1.9994550000000002,2,2
2,2,2,2,2,2,2,1.9991825000000003,2,2
2,2,2,2,2,2,2,1.9989100000000004,2,2
2,2,2,2,2,2,2,1.9986375000000005,2,2
2,2,2,2,2,2,2,1.9983650000000006,2,2
2,2,2,2,2,2,2,1.9980925000000007,2,2
2,2,2,2,2,2,2,1.9978200000000008,2,2
2,2,2,2,2,2,2,1.997547500000001,2,2
2,2,2,2,2,2,2,1.997275000000001,2,2
2,2,2,2,2,2,2,1.9970025000000011,2,2
2,2,2,2,2,2,2,1.9967300000000012,2,2
2,2,2,2,2,2,2,1.9964575000000013,2,2
2,2,2,2,2,2,2,1.9961850000000014,2,2
2,2,2,2,2,2,2,1.9959125000000015,2,2
2,2,2,2,2,2,2,1.9956400000000016,2,2
2,2,2,2,2,2,2,1.9953675000000017,2,2
2,2,2,2,2,2,2,1.9950950000000018,2,2
2,2,2,2,2,2,2,1.994822500000002,2,2
2,2,2,2,2,2,2,1.994550000000002,2,2
2,2,2,2,2,2,2,1.9942775000000021,2,2
2,2,2,2,2,2,2,1.9940050000000022,2,2
2,2,2,2,2,2,2,1.9937325000000024,2,2
2,2,2,2,2,2,2,1.9934600000000025,2,2
2,2,2,2,2,2,2,1.9931875000000026,2,2
2,2,2,2,2,2,2,1.9929150000000027,2,2
2,2,2,2,2,2,2,1.9926425000000028,2,2
2,2,2,2,2,2,2,1.9923700000000029,2,2
2,2,2,2,2,2,2,1.992097500000003,2,2
2,2,2,2,2,2,2,1.991825000000003,2,2
2,2,2,2,2,2,2,1.9915525000000032,2,2
2,2,2,2,2,2,2,1.9912800000000033,2,2
2,2,2,2,2,2,2,1.9910075000000034,2,2
2,2,2,2,2,2,2,1.9907350000000035,2,2
2,2,2,2,2,2,2,1.9904625000000036,2,2
2,2,2,2,2,2,2,1.9901900000000037,2,2
2,2,2,2,2,2,2,1.9899175000000038,2,2
2,2,2,2,2,2,2,1.9896450000000039,2,2
2,2,2,2,2,2,2,1.989372500000004,2,2
2,2,2,2,2,2,2,1.989100000000004,2,2
2,2,2,2,2,2,2,1.9888275000000042,2,2
2,2,2,2,2,2,2,1.9885550000000043,2,2
2,2,2,2,2,2,2,1.9882825000000044,2,2
2,2,2,2,2,2,2,1.9880100000000045,2,2
2,2,2,2,2,2,2,1.9877375000000046,2,2
2,2,2,2,2,2,2,1.9874650000000047,2,2
2,2,2,2,2,2,2,1.9871925000000048,2,2
2,2,2,2,2,2,2,1.986920000000005,2,2
2,2,2,2,2,2,2,1.986647500000005,2,2
2,2,2,2,2,2,2,1.986375000000005,2,2
2,2,2,2,2,2,2,1.9861025000000052,2,2
2,2,2,2,2,2,2,1.9858300000000053,2,2
2,2,2,2,2,2,2,1.9855575000000054,2,2
2,2,2,2,2,2,2,1.9852850000000055,2,2
2,2,2,2,2,2,2,1.9850125000000056,2,2
2,2,2,2,2,2,2,1.9847400000000057,2,2
2,2,2,2,2,2,2,1.9844675000000058,2,2
2,2,2,2,2,2,2,1.984195000000006,2,2
2,2,2,2,2,2,2,1.983922500000006,2,2
2,2,2,2,2,2,2,1.9836500000000061,2,2
2,2,2,2,2,2,2,1.9833775000000062,2,2
2,2,2,2,2,2,2,1.9831050000000063,2,2
2,2,2,2,2,2,2,1.9828325000000064,2,2
2,2,2,2,2,2,2,1.9825600000000065,2,2
2,2,2,2,2,2,2,1.9822875000000066,2,2
2,2,2,2,2,2,2,1.9820150000000067,2,2
2,2,2,2,2,2,2,1.9817425000000068,2,2
2,2,2,2,2,2,2,1.981470000000007,2,2
2,2,2,2,2,2,2,1.981197500000007,2,2
2,2,2,2,2,2,2,1.9809250000000072,2,2
2,2,2,2,2,2,2,1.9806525000000073,2,2
2,2,2,2,2,2,2,1.9803800000000074,2,2
2,2,2,2,2,2,2,1.9801075000000075,2,2
2,2,2,2,2,2,2,1.9798350000000076,2,2
2,2,2,2,2,2,2,1.9795625000000077,2,2
2,2,2,2,2,2,2,1.9792900000000078,2,2
2,2,2,2,2,2,2,1.9790175000000079,2,2
2,2,2,2,2,2,2,1.978745000000008,2,2
2,2,2,2,2,2,2,1.978472500000008,2,2
2,2,2,2,2,2,2,1.9782000000000082,2,2
2,2,2,2,2,2,2,1.9779275000000083,2,2
2,2,2,2,2,2,2,1.9776550000000084,2,2
2,2,2,2,2,2,2,1.9773825000000085,2,2
2,2,2,2,2,2,2,1.9771100000000086,2,2
2,2,2,2,2,2,2,1.9768375000000087,2,2
2,2,2,2,2,2,2,1.9765650000000088,2,2
2,2,2,2,2,2,2,1.976292500000009,2,2
2,2,2,2,2,2,2,1.976020000000009,2,2
2,2,2,2,2,2,2,1.975747500000009,2,2
2,2,2,2,2,2,2,1.9754750000000092,2,2
2,2,2,2,2,2,2,1.9752025000000093,2,2
2,2,2,2,2,2,2,1.9749300000000094,2,2
2,2,2,2,2,2,2,1.9746575000000095,2,2
2,2,2,2,2,2,2,1.9743850000000096,2,2
