Node1,Node2,Node3,Node4,Node5,Node6,Node7,Node8,Node9,Node10
,,,,,,,,,
1.99512287070313,2,2,2,1.999748178125,2,2,1.99898479101562,1.99881656914063,1.99948653769531
1.99024574140625,2,2,2,1.99949635625,2,2,1.99796958203125,1.99763313828125,1.99897307539063
1.98536861210938,2,2,2,1.999244534375,2,2,1.99695437304687,1.99644970742188,1.99845961308594
1.9804914828125,2,2,2,1.9989927125,2,2,1.9959391640625,1.9952662765625,1.99794615078125
1.97561435351563,2,2,2,1.998740890625,2,2,1.99492395507812,1.99408284570313,1.99743268847656
1.97073722421875,2,2,2,1.99848906875,2,2,1.99390874609375,1.99289941484375,1.99691922617188
1.96586009492188,2,2,2,1.998237246875,2,2,1.99289353710937,1.99171598398438,1.99640576386719
1.960982965625,2,2,2,1.997985425,2,2,1.991878328125,1.990532553125,1.9958923015625
1.95610583632813,2,2,2,1.997733603125,2,2,1.99086311914062,1.98934912226563,1.99537883925781
1.95122870703125,2,2,2,1.99748178125,2,2,1.98984791015625,1.98816569140625,1.99486537695313
1.94635157773438,2,2,2,1.997229959375,2,2,1.98883270117187,1.98698226054688,1.99435191464844
1.9414744484375,2,2,2,1.9969781375,2,2,1.9878174921875,1.9857988296875,1.99383845234375
1.93659731914063,2,2,2,1.996726315625,2,2,1.98680228320312,1.98461539882813,1.99332499003906
1.93172018984375,2,2,2,1.99647449375,2,2,1.98578707421875,1.98343196796875,1.99281152773438
1.92684306054688,2,2,2,1.996222671875,2,2,1.98477186523437,1.98224853710938,1.99229806542969
1.92196593125,2,2,2,1.99597085,2,2,1.98375665625,1.98106510625,1.991784603125
1.91708880195313,2,2,2,1.995719028125,2,2,1.98274144726562,1.97988167539063,1.99127114082031
1.91221167265625,2,2,2,1.99546720625,2,2,1.98172623828125,1.97869824453125,1.99075767851563
1.90733454335938,2,2,2,1.995215384375,2,2,1.98071102929687,1.97751481367188,1.99024421621094
1.9024574140625,2,2,2,1.9949635625,2,2,1.9796958203125,1.9763313828125,1.98973075390625
1.89758028476563,2,2,2,1.994711740625,2,2,1.97868061132812,1.97514795195313,1.98921729160156
1.89270315546875,2,2,2,1.99445991875,2,2,1.97766540234375,1.97396452109375,1.98870382929688
1.88782602617188,2,2,2,1.994208096875,2,2,1.97665019335937,1.97278109023438,1.98819036699219
1.88294889687501,2,2,2,1.993956275,2,2,1.975634984375,1.971597659375,1.9876769046875
1.87807176757813,2,2,2,1.993704453125,2,2,1.97461977539062,1.97041422851563,1.98716344238281
1.87319463828126,2,2,2,1.99345263125,2,2,1.97360456640625,1.96923079765625,1.98664998007813
1.86831750898438,2,2,2,1.993200809375,2,2,1.97258935742187,1.96804736679688,1.98613651777344
1.86344037968751,2,2,2,1.9929489875,2,2,1.9715741484375,1.9668639359375,1.98562305546875
1.85856325039063,2,2,2,1.992697165625,2,2,1.97055893945312,1.96568050507813,1.98510959316407
1.85368612109376,2,2,2,1.99244534375,2,2,1.96954373046875,1.96449707421875,1.98459613085938
1.84880899179688,2,2,2,1.992193521875,2,2,1.96852852148437,1.96331364335938,1.98408266855469
1.84393186250001,2,2,2,1.9919417,2,2,1.9675133125,1.9621302125,1.98356920625
1.83905473320313,2,2,2,1.991689878125,2,2,1.96649810351562,1.96094678164063,1.98305574394532
1.83417760390626,2,2,2,1.99143805625,2,2,1.96548289453125,1.95976335078125,1.98254228164063
1.82930047460938,2,2,2,1.991186234375,2,2,1.96446768554687,1.95857991992188,1.98202881933594
1.82442334531251,2,2,2,1.9909344125,2,2,1.9634524765625,1.9573964890625,1.98151535703125
1.81954621601563,2,2,2,1.990682590625,2,2,1.96243726757812,1.95621305820313,1.98100189472657
1.81466908671876,2,2,2,1.99043076875,2,2,1.96142205859375,1.95502962734375,1.98048843242188
1.80979195742188,2,2,2,1.990178946875,2,2,1.96040684960937,1.95384619648438,1.97997497011719
1.80491482812501,2,2,2,1.989927125,2,2,1.959391640625,1.952662765625,1.9794615078125
1.80003769882813,2,2,2,1.989675303125,2,2,1.95837643164062,1.95147933476563,1.97894804550782
1.79516056953126,2,2,2,1.98942348125,2,2,1.95736122265624,1.95029590390625,1.97843458320313
1.79028344023438,2,2,2,1.989171659375,2,2,1.95634601367187,1.94911247304688,1.97792112089844
1.78540631093751,2,2,2,1.9889198375,2,2,1.95533080468749,1.9479290421875,1.97740765859375
1.78052918164063,2,2,2,1.988668015625,2,2,1.95431559570312,1.94674561132813,1.97689419628907
1.77565205234376,2,2,2,1.98841619375,2,2,1.95330038671874,1.94556218046875,1.97638073398438
